# string-xref names: 0x<rva>|<qualified name>|tier|votes|<mangled>
0x008DDD20|hkpResponseModifier::setSurfaceVelocity|T2|1|?setSurfaceVelocity@hkpResponseModifier@@SAXPAVhkpDynamicsContactMgr@@PAVhkpRigidBody@@AAVhkpConstraintOwner@@ABVhkVector4@@@Z
0x008DDEF0|hkpResponseModifier::setLowSurfaceViscosity|T2|1|?setLowSurfaceViscosity@hkpResponseModifier@@SAXPAVhkpDynamicsContactMgr@@AAVhkpConstraintOwner@@@Z
0x008DE010|hkpResponseModifier::disableConstraint|T2|1|?disableConstraint@hkpResponseModifier@@SAXPAVhkpConstraintInstance@@AAVhkpConstraintOwner@@@Z
0x008DE1D0|hkpResponseModifier::enableConstraint|T2|1|?enableConstraint@hkpResponseModifier@@SAXPAVhkpConstraintInstance@@AAVhkpConstraintOwner@@@Z
0x008E0C26|hkaSkeletonMapper::checkMapping|T2|4|?checkMapping@hkaSkeletonMapper@@SAXABVhkaSkeletonMapperData@@@Z
0x008E1105|hkaSkeletonMapper::mapPoseLocalSpace|T2|3|?mapPoseLocalSpace@hkaSkeletonMapper@@QBAXPBVhkQsTransform@@PAV2@PBF2_N@Z
0x008E1A9F|hkaSkeletonMapper::mapPose|T2|3|?mapPose@hkaSkeletonMapper@@QBAXPBVhkQsTransform@@0PAV2@W4ConstraintSource@1@@Z
0x008E2510|hkaSkeletonMapper::mapPose|T2|1|?mapPose@hkaSkeletonMapper@@QBAXABVhkaPose@@AAV2@W4ConstraintSource@1@@Z
0x008E2730|hkaSkeletonMapper::setMulWithScaling|T2|1|?setMulWithScaling@hkaSkeletonMapper@@CAXW4MappingType@hkaSkeletonMapperData@@AAVhkQsTransform@@ABV4@2@Z
0x008E27BD|hkaSkeletonMapper::initializeBindingMaps|T2|2|?initializeBindingMaps@hkaSkeletonMapper@@QBAXPBVhkaAnimationBinding@@AAV?$hkArray@FUhkContainerHeapAllocator@@@@11@Z
0x008E29B0|hkaSkeletonMapper::checkMappingLocalSpace|T2|4|?checkMappingLocalSpace@hkaSkeletonMapper@@SAXABVhkaSkeletonMapperData@@@Z
0x008E3A00|hkaSkeletonMapperUtils::lockTranslationsAutomatically|T1|5|?lockTranslationsAutomatically@hkaSkeletonMapperUtils@@SA?AW4hkResult@@ABVhkaSkeletonMapperData@@@Z
0x008E3A90|hkaSkeletonMapperUtils::checkRotation|T2|1|?checkRotation@hkaSkeletonMapperUtils@@CA_NABUParams@1@FFABVhkQsTransform@@1@Z
0x008E3E95|hkaSkeletonMapperUtils::computeMappingTransform|T1|5|?computeMappingTransform@hkaSkeletonMapperUtils@@CAXW4MappingType@hkaSkeletonMapperData@@ABVhkQsTransform@@1AAV4@MM@Z
0x008E4E20|hkaSkeletonMapperUtils::createMapping|T2|4|?createMapping@hkaSkeletonMapperUtils@@SAXABUParams@1@AAVhkaSkeletonMapperData@@1@Z
0x008E5840|hkaSkeletonMapperUtils::ExtractedMotionParams::computeExtractedMotionTransforms|T2|1|?computeExtractedMotionTransforms@ExtractedMotionParams@hkaSkeletonMapperUtils@@QAAXW4MappingType@hkaSkeletonMapperData@@PBVhkQsTransform@@H1HAAV5@2@Z
0x008E7E80|hkpGroupFilter::calcFilterInfo|T1|3|?calcFilterInfo@hkpGroupFilter@@SAIHHHH@Z
0x008E80BF|hkaRagdollUtils::reorderForRagdoll|T1|4|?reorderForRagdoll@hkaRagdollUtils@@SA?AW4hkResult@@AAV?$hkArray@PAVhkpRigidBody@@UhkContainerHeapAllocator@@@@AAV?$hkArray@PAVhkpConstraintInstance@@UhkContainerHeapAllocator@@@@@Z
0x008E8A29|hkaRagdollUtils::copyScales|T2|1|?copyScales@hkaRagdollUtils@@SAXPAVhkQsTransform@@PBV2@H@Z
0x008E926C|hkaRagdollUtils::createRagdollInstanceFromSkeleton|T2|6|?createRagdollInstanceFromSkeleton@hkaRagdollUtils@@SAPAVhkaRagdollInstance@@PBVhkaSkeleton@@ABV?$hkArrayBase@PAVhkpRigidBody@@@@ABV?$hkArrayBase@PAVhkpConstraintInstance@@@@@Z
0x008E9690|hkaRagdollUtils::constructSkeletonForRagdoll|T2|1|?constructSkeletonForRagdoll@hkaRagdollUtils@@SAPAVhkaSkeleton@@ABV?$hkArrayBase@PAVhkpRigidBody@@@@ABV?$hkArrayBase@PAVhkpConstraintInstance@@@@@Z
0x008E97A0|hkaRagdollUtils::destroySkeleton|T2|1|?destroySkeleton@hkaRagdollUtils@@SAXPAVhkaSkeleton@@@Z
0x008F0690|hkpAabbPhantom::castRay|T2|1|?castRay@hkpAabbPhantom@@QBAXABUhkpWorldRayCastInput@@AAVhkpRayHitCollector@@@Z
0x008F07A0|hkpCachingShapePhantomRay::castRay|T2|1|?castRay@hkpCachingShapePhantomRay@@QAAXABUhkpWorldRayCastInput@@AAVhkpRayHitCollector@@@Z
0x008F08C0|hkpAabbPhantom::linearCast|T2|1|?linearCast@hkpAabbPhantom@@QBAXQBVhkpCollidable@@ABUhkpLinearCastInput@@AAVhkpCdPointCollector@@PAV4@@Z
0x008F0CF0|hkpAabbPhantom::calcContentStatistics|T2|1|?calcContentStatistics@hkpAabbPhantom@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x008F27CA|bhkConstraintManager::GetTypeName|T2|7|?GetTypeName@bhkConstraintManager@@SAPBDI@Z
0x008F27E5|PathBuilder::BuildDetailedPathForLoadedVirtualNodes|T2|1|?BuildDetailedPathForLoadedVirtualNodes@PathBuilder@@AAA_NPAVActor@@@Z
0x008F3284|hkpListShape::castRayImpl|T2|1|?castRayImpl@hkpListShape@@UBA?AVhkBool@@ABUhkpShapeRayCastInput@@AAUhkpShapeRayCastOutput@@@Z
0x008F3316|hkpListShape::castRayWithCollectorImpl|T2|1|?castRayWithCollectorImpl@hkpListShape@@UBAXABUhkpShapeRayCastInput@@ABVhkpCdBody@@AAVhkpRayHitCollector@@@Z
0x008F3484|hkpListShape::calcContentStatistics|T2|1|?calcContentStatistics@hkpListShape@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x008F34C7|hkpBvShape::calcContentStatistics|T2|1|?calcContentStatistics@hkpBvShape@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x008F39F9|hkpTransformShape::calcContentStatistics|T2|1|?calcContentStatistics@hkpTransformShape@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x008F4260|XGRAPHICS::ShaderPDBBuilder::WriteFuncInfo|T2|1|?WriteFuncInfo@ShaderPDBBuilder@XGRAPHICS@@AAAXPAVStream@2@PAV?$FastVector@UFuncInfo@XGRAPHICS@@@2@@Z
0x008F4300|hkStatisticsCollectorUtil::_getArrayElementSize|T2|1|?_getArrayElementSize@hkStatisticsCollectorUtil@@KAHABVhkClassMember@@@Z
0x008F4790|hkStatisticsCollectorUtil::addClassContents|T2|1|?addClassContents@hkStatisticsCollectorUtil@@SAXPBXABVhkClass@@PAVhkStatisticsCollector@@@Z
0x008F6A90|hkpContinuousSimulation::advanceTime|T2|1|?advanceTime@hkpContinuousSimulation@@UAA?AW4hkpStepResult@@XZ
0x008F70F0|hkpSimulation::integrateIsland|T2|1|?integrateIsland@hkpSimulation@@KAXPAVhkpSimulationIsland@@ABUhkpWorldDynamicsStepInfo@@AAVhkpConstraintQueryIn@@@Z
0x008F72A0|hkpSimulation::integrateInternal|T2|2|?integrateInternal@hkpSimulation@@IAA?AW4hkpStepResult@@ABVhkStepInfo@@@Z
0x008F83AD|hkpSimulation::collideEntitiesBroadPhaseDiscrete|T2|4|?collideEntitiesBroadPhaseDiscrete@hkpSimulation@@SAXPAPAVhkpEntity@@HPAVhkpWorld@@@Z
0x008F8B00|hkpSimpleWorldRayCaster::castRay|T2|1|?castRay@hkpSimpleWorldRayCaster@@QAAXABVhkpBroadPhase@@ABUhkpWorldRayCastInput@@PBVhkpCollisionFilter@@AAUhkpWorldRayCastOutput@@@Z
0x008F8BC0|hkpSimpleWorldRayCaster::castRay|T2|1|?castRay@hkpSimpleWorldRayCaster@@QAAXABVhkpBroadPhase@@ABUhkpWorldRayCastInput@@PBVhkpCollisionFilter@@PBDAAUhkpWorldRayCastOutput@@@Z
0x008F8DA0|hkpSimpleWorldRayCaster::castRaysFromSinglePoint|T2|1|?castRaysFromSinglePoint@hkpSimpleWorldRayCaster@@QAAXABVhkpBroadPhase@@PBUhkpWorldRayCastInput@@HPBVhkpCollisionFilter@@PBDPAUhkpWorldRayCastOutput@@@Z
0x008FA080|hkpCollisionDispatcher::calcContentStatistics|T1|2|?calcContentStatistics@hkpCollisionDispatcher@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x008FA2F3|hkpCollisionDispatcher::debugPrintTable|T2|2|?debugPrintTable@hkpCollisionDispatcher@@QAAXXZ
0x008FA3B7|hkpCollisionDispatcher::registerContactMgrFactoryWithAll|T2|1|?registerContactMgrFactoryWithAll@hkpCollisionDispatcher@@QAAXPAVhkpContactMgrFactory@@H@Z
0x008FA430|hkpCollisionDispatcher::resetCreationFunctions|T2|1|?resetCreationFunctions@hkpCollisionDispatcher@@IAAXXZ
0x008FA5D6|hkpCollisionDispatcher::updateHasAlternateType|T2|1|?updateHasAlternateType@hkpCollisionDispatcher@@IAAXW4hkpShapeType@@0H@Z
0x008FB6C9|hkpSimpleConstraintContactMgr::calcContentStatistics|T1|3|?calcContentStatistics@hkpSimpleConstraintContactMgr@@MBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x008FDA50|hkpWorldCallbackUtil::fireEntityAdded|T2|1|?fireEntityAdded@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpEntity@@@Z
0x008FDBE0|hkpEntityCallbackUtil::fireEntityRemoved|T2|1|?fireEntityRemoved@hkpEntityCallbackUtil@@SAXPAVhkpEntity@@@Z
0x008FDC90|hkpWorldCallbackUtil::fireEntityRemoved|T2|1|?fireEntityRemoved@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpEntity@@@Z
0x008FDD70|hkpWorldCallbackUtil::firePhantomShapeSet|T2|1|?firePhantomShapeSet@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpPhantom@@@Z
0x008FDDF0|hkpWorldCallbackUtil::fireEntitySetMotionType|T2|1|?fireEntitySetMotionType@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpEntity@@@Z
0x008FDF60|hkpEntityCallbackUtil::fireEntityDeleted|T2|1|?fireEntityDeleted@hkpEntityCallbackUtil@@SAXPAVhkpEntity@@@Z
0x008FE020|hkpWorldCallbackUtil::fireContactConstraintAddedCallback|T2|1|?fireContactConstraintAddedCallback@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@AAVhkpCollisionEvent@@@Z
0x008FE1D0|hkpEntityCallbackUtil::fireContactPointAddedInternal|T2|1|?fireContactPointAddedInternal@hkpEntityCallbackUtil@@KAXPAVhkpEntity@@AAUhkpContactPointAddedEvent@@@Z
0x008FE2CA|hkpEntityCallbackUtil::fireContactProcessInternal|T2|1|?fireContactProcessInternal@hkpEntityCallbackUtil@@KAXPAVhkpEntity@@AAUhkpContactProcessEvent@@@Z
0x008FE492|hkpWorldCallbackUtil::fireActionAdded|T2|1|?fireActionAdded@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpAction@@@Z
0x008FE57A|hkpEntityCallbackUtil::fireEntityAdded|T2|1|?fireEntityAdded@hkpEntityCallbackUtil@@SAXPAVhkpEntity@@@Z
0x008FE767|hkpEntityCallbackUtil::fireEntityShapeSet|T2|1|?fireEntityShapeSet@hkpEntityCallbackUtil@@SAXPAVhkpEntity@@@Z
0x008FE820|hkpWorldCallbackUtil::firePhantomAdded|T2|1|?firePhantomAdded@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpPhantom@@@Z
0x008FE8A0|hkpWorldCallbackUtil::firePhantomRemoved|T2|1|?firePhantomRemoved@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpPhantom@@@Z
0x008FEA30|hkpWorldCallbackUtil::fireEntityShapeSet|T2|1|?fireEntityShapeSet@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpEntity@@@Z
0x008FEBA0|hkpWorldCallbackUtil::fireConstraintViolated|T2|1|?fireConstraintViolated@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpConstraintInstance@@@Z
0x008FECA0|hkpWorldCallbackUtil::fireConstraintRepaired|T2|1|?fireConstraintRepaired@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@ABUhkpConstraintRepairedEvent@@@Z
0x008FED90|hkpEntityCallbackUtil::fireContactPointCallbackInternal|T2|1|?fireContactPointCallbackInternal@hkpEntityCallbackUtil@@KAXPAVhkpEntity@@AAVhkpContactPointEvent@@@Z
0x008FEEF5|hkpWorldCallbackUtil::fireWorldDeleted|T2|1|?fireWorldDeleted@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@@Z
0x008FEFE5|hkpWorldCallbackUtil::fireWorldRemoveAll|T2|1|?fireWorldRemoveAll@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@@Z
0x008FF1D3|hkpWorldCallbackUtil::fireIslandActivated|T1|2|?fireIslandActivated@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpSimulationIsland@@@Z
0x008FF2D1|hkpWorldCallbackUtil::fireIslandDeactivated|T2|1|?fireIslandDeactivated@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@PAVhkpSimulationIsland@@@Z
0x008FF410|hkpWorldCallbackUtil::firePostSimulationCallback|T2|1|?firePostSimulationCallback@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@@Z
0x008FF831|hkpWorldCallbackUtil::firePostIntegrateCallback|T2|1|?firePostIntegrateCallback@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@ABVhkStepInfo@@@Z
0x008FF9B0|hkpEntityCallbackUtil::fireContactPointRemovedInternal|T2|1|?fireContactPointRemovedInternal@hkpEntityCallbackUtil@@KAXPAVhkpEntity@@AAUhkpContactPointRemovedEvent@@@Z
0x008FFA00|hkpWorldCallbackUtil::fireContactProcess|T2|1|?fireContactProcess@hkpWorldCallbackUtil@@SAXPAVhkpWorld@@AAUhkpContactProcessEvent@@@Z
0x008FFDA0|hkpWorldMemoryUtil::watchHeapMemory|T2|1|?watchHeapMemory@hkpWorldMemoryUtil@@SAXPAVhkpWorld@@@Z
0x00900320|hkpMultiThreadedSimulation::stepBeginSt|T2|2|?stepBeginSt@hkpMultiThreadedSimulation@@QAA?AW4hkpStepResult@@PAVhkJobQueue@@M@Z
0x00900F30|hkpMultiThreadedSimulation::addToiEventWithCriticalSectionLock|T1|2|?addToiEventWithCriticalSectionLock@hkpMultiThreadedSimulation@@QAAXABUhkpProcessCollisionOutput@@ABUhkpAgentNnEntry@@PAVhkCriticalSection@@@Z
0x0090135F|hkpSimulation::integrate|T2|1|?integrate@hkpSimulation@@UAA?AW4hkpStepResult@@M@Z
0x00901440|hkpMultiThreadedSimulation::finishMtStep|T2|4|?finishMtStep@hkpMultiThreadedSimulation@@QAA?AW4hkpStepResult@@PAVhkJobQueue@@PAVhkJobThreadPool@@@Z
0x009017B0|hkpSimulation::reCollideAfterStepFailure|T2|1|?reCollideAfterStepFailure@hkpSimulation@@IAA?AW4hkpStepResult@@XZ
0x00901D20|hkpContinuousSimulation::collideEntitiesNeedingPsiCollisionDetectionNarrowPhase_toiOnly|T2|1|?collideEntitiesNeedingPsiCollisionDetectionNarrowPhase_toiOnly@hkpContinuousSimulation@@MAAXABUhkpProcessCollisionInput@@AAV?$hkPointerMap@IPAVhkpEntity@@UhkContainerHeapAllocator@@@@@Z
0x00902C80|hkJobQueue::addJobBatch|T2|1|?addJobBatch@hkJobQueue@@QAAXABV?$hkArrayBase@PAUhkJob@@@@W4JobPriority@1@@Z
0x00902DFA|hkJobQueue::finishJob|T2|1|?finishJob@hkJobQueue@@QAAXPBUJobQueueEntry@1@W4FinishJobFlag@1@@Z
0x00902EC2|hkJobQueue::finishAddAndGetNextJob|T2|1|?finishAddAndGetNextJob@hkJobQueue@@QAA?AW4JobStatus@1@W4hkJobType@@W4JobPriority@1@AAUJobQueueEntry@1@W4WaitStatus@1@@Z
0x0090318D|hkJobQueue::finishJobAndGetNextJob|T2|1|?finishJobAndGetNextJob@hkJobQueue@@QAA?AW4JobStatus@1@PBUJobQueueEntry@1@AAU31@W4WaitStatus@1@@Z
0x00903290|hkpSimulation::collide|T2|1|?collide@hkpSimulation@@UAA?AW4hkpStepResult@@XZ
0x009033BD|hkJobQueue::processAllJobs|T2|4|?processAllJobs@hkJobQueue@@QAA?AW4JobStatus@1@XZ
0x00903C20|hkJobQueue::findJobInternal|T2|1|?findJobInternal@hkJobQueue@@QAA?AW4JobStatus@1@HPAUDynamicData@1@W4WaitStatus@1@AAUJobQueueEntry@1@@Z
0x00904EAE|hkStatisticsCollector::memoryTypeToCstring|T2|3|?memoryTypeToCstring@hkStatisticsCollector@@SAPBDW4MemoryType@1@@Z
0x0090504E|hkStatisticsCollector::memorySizeToText|T1|3|?memorySizeToText@hkStatisticsCollector@@SAXHAAVhkStringBuf@@@Z
0x00905424|hkpSimulationIsland::calcContentStatistics|T1|9|?calcContentStatistics@hkpSimulationIsland@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x00905DB0|hkpPhantom::calcContentStatistics|T1|2|?calcContentStatistics@hkpPhantom@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x00906720|hkpAabbTreeWorldManager::castRay|T1|3|?castRay@hkpAabbTreeWorldManager@@UBAXABUhkpWorldRayCastInput@@PBVhkpCollisionFilter@@AAUhkpWorldRayCastOutput@@@Z
0x00907420|hkpAabbTreeWorldManager::buildInactiveTree|T2|1|?buildInactiveTree@hkpAabbTreeWorldManager@@IAAXAAV?$hkArray@PBVhkpCollidable@@UhkContainerHeapAllocator@@@@PAVhkJobQueue@@PAVhkJobThreadPool@@@Z
0x009077D0|hkpAabbTreeWorldManager::buildKdTree|T2|3|?buildKdTree@hkpAabbTreeWorldManager@@IAAXAAPAVhkKdTree@@AAV?$hkArray@PBVhkpCollidable@@UhkContainerHeapAllocator@@@@PAVhkpWorld@@PAVhkJobQueue@@PAVhkJobThreadPool@@@Z
0x00907A90|hkpAabbTreeWorldManager::incrementalBuild|T2|3|?incrementalBuild@hkpAabbTreeWorldManager@@IAAXPAVhkJobQueue@@PAVhkJobThreadPool@@@Z
0x00908075|hkpAabbTreeWorldManager::fullBuild|T2|4|?fullBuild@hkpAabbTreeWorldManager@@IAAXPAVhkJobQueue@@PAVhkJobThreadPool@@@Z
0x00908083|hkpAabbTreeWorldManager::updateFromWorld|T2|1|?updateFromWorld@hkpAabbTreeWorldManager@@UAAXPAVhkJobQueue@@PAVhkJobThreadPool@@@Z
0x0090876E|hkpKdTreeWorldManager::buildTreeSingleThreaded|T2|1|?buildTreeSingleThreaded@hkpKdTreeWorldManager@@IAAXAAPAVhkKdTree@@AAV?$hkArray@PBVhkpCollidable@@UhkContainerHeapAllocator@@@@@Z
0x00908A90|hkpKdTreeWorldManager::buildTreeDistributed|T2|3|?buildTreeDistributed@hkpKdTreeWorldManager@@IAAXAAPAVhkKdTree@@AAV?$hkArray@PBVhkpCollidable@@UhkContainerHeapAllocator@@@@PAVhkJobQueue@@PAVhkJobThreadPool@@@Z
0x00908CF0|hkpKdTreeWorldManager::updateFromWorld|T1|3|?updateFromWorld@hkpKdTreeWorldManager@@UAAXPAVhkJobQueue@@PAVhkJobThreadPool@@@Z
0x00908FB0|hkpCollisionCallbackUtil::constraintRemovedCallback|T2|1|?constraintRemovedCallback@hkpCollisionCallbackUtil@@UAAXPAVhkpConstraintInstance@@@Z
0x009094A0|hkpDefaultWorldMaintenanceMgr::performMaintenance|T1|2|?performMaintenance@hkpDefaultWorldMaintenanceMgr@@UAAXPAVhkpWorld@@AAVhkStepInfo@@@Z
0x0090A9D9|hkpContinuousSimulation::calcContentStatistics|T1|3|?calcContentStatistics@hkpContinuousSimulation@@MBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x0090AC40|hkpContinuousSimulation::collideEntitiesOfOneIslandNarrowPhaseContinuous_toiOnly|T2|1|?collideEntitiesOfOneIslandNarrowPhaseContinuous_toiOnly@hkpContinuousSimulation@@MAAXPAPAVhkpEntity@@HABUhkpProcessCollisionInput@@AAV?$hkPointerMap@IPAVhkpEntity@@UhkContainerHeapAllocator@@@@@Z
0x0090B1C0|hkpContinuousSimulation::addToiEvent|T1|2|?addToiEvent@hkpContinuousSimulation@@QAAXABUhkpProcessCollisionOutput@@ABUhkpAgentNnEntry@@@Z
0x0090B520|hkpContinuousSimulation::collideEntitiesBroadPhaseContinuousFindPairs|T2|2|?collideEntitiesBroadPhaseContinuousFindPairs@hkpContinuousSimulation@@QAAXPAPAVhkpEntity@@HPAVhkpWorld@@AAV?$hkArray@VhkpBroadPhaseHandlePair@@UhkContainerHeapAllocator@@@@2@Z
0x0090B710|hkpContinuousSimulation::collideEntitiesBroadPhaseContinuous|T3|1|?collideEntitiesBroadPhaseContinuous@hkpContinuousSimulation@@QAAXPAPAVhkpEntity@@HPAVhkpWorld@@PAC@Z
0x0090B7A4|hkpContinuousSimulation::removeAndAddPairs|T2|1|?removeAndAddPairs@hkpContinuousSimulation@@QAAXPAVhkpWorld@@PAPAVhkpEntity@@AAV?$hkArray@VhkpBroadPhaseHandlePair@@UhkContainerHeapAllocator@@@@2@Z
0x0090BB20|hkpContinuousSimulation::collideIslandNarrowPhaseContinuous|T2|1|?collideIslandNarrowPhaseContinuous@hkpContinuousSimulation@@QAAXPAVhkpSimulationIsland@@ABUhkpProcessCollisionInput@@@Z
0x0090BBE0|hkpContinuousSimulation::processAgentNnEntries|T2|1|?processAgentNnEntries@hkpContinuousSimulation@@UAAXPBQAUhkpAgentNnEntry@@HABUhkpProcessCollisionInput@@PAVhkpSimulationIsland@@VhkBool@@@Z
0x0090BEE9|hkpMultiThreadedSimulation::collideEntitiesNeedingPsiCollisionDetectionNarrowPhase_toiOnly|T2|1|?collideEntitiesNeedingPsiCollisionDetectionNarrowPhase_toiOnly@hkpMultiThreadedSimulation@@MAAXABUhkpProcessCollisionInput@@AAV?$hkPointerMap@IPAVhkpEntity@@UhkContainerHeapAllocator@@@@@Z
0x0090C290|hkpContinuousSimulation::handleSimpleToi|T2|1|?handleSimpleToi@hkpContinuousSimulation@@IAAXPAVhkpWorld@@AAUhkpToiEvent@@MM@Z
0x0090CDA0|hkpContinuousSimulation::advanceTimeInternal|T2|2|?advanceTimeInternal@hkpContinuousSimulation@@IAA?AW4hkpStepResult@@XZ
0x0090D020|hkpSimulation::collideInternal|T2|1|?collideInternal@hkpSimulation@@MAAXABVhkStepInfo@@@Z
0x0090D150|hkpContinuousSimulation::collideInternal|T2|1|?collideInternal@hkpContinuousSimulation@@MAAXABVhkStepInfo@@@Z
0x0090DF6A|hkpSimulation::advanceTime|T2|1|?advanceTime@hkpSimulation@@UAA?AW4hkpStepResult@@XZ
0x0090E2D1|hkpContinuousSimulation::simulateToi|T2|2|?simulateToi@hkpContinuousSimulation@@MAAXPAVhkpWorld@@AAUhkpToiEvent@@MM@Z
0x0090FAE1|hkp3AxisSweep::calcContentStatistics|T1|2|?calcContentStatistics@hkp3AxisSweep@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x0090FCBD|BSMultiBoundOBB::GetViewerStrings|T2|1|?GetViewerStrings@BSMultiBoundOBB@@UAAXPAV?$NiTPrimitiveArray@PAD@@@Z
0x0091D890|hkpSimpleShapePhantom::calcContentStatistics|T2|1|?calcContentStatistics@hkpSimpleShapePhantom@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x0091EAAD|hkpTriangleShape::castRayImpl|T2|1|?castRayImpl@hkpTriangleShape@@UBA?AVhkBool@@ABUhkpShapeRayCastInput@@AAUhkpShapeRayCastOutput@@@Z
0x0091EEC0|hkpTriangleShape::castRayBundleImpl|T2|1|?castRayBundleImpl@hkpTriangleShape@@UBA?AVhkVector4Comparison@@ABUhkpShapeRayBundleCastInput@@AAUhkpShapeRayBundleCastOutput@@ABV2@@Z
0x0091F4A0|hkpConvexListShape::castRayWithCollectorImpl|T2|1|?castRayWithCollectorImpl@hkpConvexListShape@@UBAXABUhkpShapeRayCastInput@@ABVhkpCdBody@@AAVhkpRayHitCollector@@@Z
0x0091F620|hkpShapeCollection::getAabbImpl|T2|1|?getAabbImpl@hkpShapeCollection@@UBAXABVhkTransform@@MAAVhkAabb@@@Z
0x0091F730|hkpShapeCollection::getMaximumProjection|T2|1|?getMaximumProjection@hkpShapeCollection@@UBAMABVhkVector4@@@Z
0x0091F833|hkpShapeCollection::castRayWithCollectorImpl|T2|1|?castRayWithCollectorImpl@hkpShapeCollection@@UBAXABUhkpShapeRayCastInput@@ABVhkpCdBody@@AAVhkpRayHitCollector@@@Z
0x009208D4|hkpCapsuleShape::castRayImpl|T2|1|?castRayImpl@hkpCapsuleShape@@UBA?AVhkBool@@ABUhkpShapeRayCastInput@@AAUhkpShapeRayCastOutput@@@Z
0x009254FD|hkBufferedStreamWriter::calcContentStatistics|T1|2|?calcContentStatistics@hkBufferedStreamWriter@@UBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x00929637|hkDefaultError::message|T2|3|?message@hkDefaultError@@UAAHW4Message@hkError@@HPBD1H@Z
0x0092B0F9|hkCpuJobThreadPool::~hkCpuJobThreadPool|T2|1|??1hkCpuJobThreadPool@@UAA@XZ
0x0092B3B0|hkCpuJobThreadPoolCinfo::hkCpuJobThreadPoolCinfo|T2|1|??0hkCpuJobThreadPoolCinfo@@QAA@XZ
0x0092B4F0|hkBvTreeAgent3::calcStatistics|T2|1|?calcStatistics@hkBvTreeAgent3@@YAXPAUhkpAgentEntry@@PAXABUhkpCollisionInput@@PAVhkStatisticsCollector@@@Z
0x0092BFD0|hkpBvTreeStreamAgent::processCollision|T2|2|?processCollision@hkpBvTreeStreamAgent@@UAAXABVhkpCdBody@@0ABUhkpProcessCollisionInput@@AAUhkpProcessCollisionOutput@@@Z
0x0092C450|hkBvTreeAgent3::process|T2|1|?process@hkBvTreeAgent3@@YAPAXABUhkpAgent3ProcessInput@@PAUhkpAgentEntry@@PAXPAVhkVector4@@AAUhkpProcessCollisionOutput@@@Z
0x0092D9D0|hkpBvTreeAgent::calcContentStatistics|T1|2|?calcContentStatistics@hkpBvTreeAgent@@MBAXPAVhkStatisticsCollector@@PBVhkClass@@@Z
0x0092E5A0|hkpBvTreeAgent::processCollision|T2|2|?processCollision@hkpBvTreeAgent@@UAAXABVhkpCdBody@@0ABUhkpProcessCollisionInput@@AAUhkpProcessCollisionOutput@@@Z
0x0092F000|hkpBvTreeAgent::staticGetPenetrations|T1|3|?staticGetPenetrations@hkpBvTreeAgent@@SAXABVhkpCdBody@@0ABUhkpCollisionInput@@AAVhkpCdBodyPairCollector@@@Z
0x0092F220|hkpBvTreeAgent::staticLinearCast|T1|3|?staticLinearCast@hkpBvTreeAgent@@SAXABVhkpCdBody@@0ABUhkpLinearCastCollisionInput@@AAVhkpCdPointCollector@@PAV4@@Z
0x0092F380|hkpBvTreeAgent::staticGetClosestPoints|T2|2|?staticGetClosestPoints@hkpBvTreeAgent@@SAXABVhkpCdBody@@0ABUhkpCollisionInput@@AAVhkpCdPointCollector@@@Z
0x0092F8F0|hkpHeightFieldAgent::staticGetPenetrations|T2|3|?staticGetPenetrations@hkpHeightFieldAgent@@SAXABVhkpCdBody@@0ABUhkpCollisionInput@@AAVhkpCdBodyPairCollector@@@Z
